AWS Account ID,Month,OpenSearch Service($),SageMaker($),QuickSight($),Transcribe($),Bedrock($),Key Management Service($),GuardDuty($),Config($),S3($),CloudWatch Events($),DynamoDB($),Lambda($),Glacier($),CloudTrail($),Secrets Manager($),SNS($),SQS($),CloudFormation($),CloudShell($),Step Functions($),X-Ray($),Polly($),Textract($),CloudWatch($),Security Hub($),Redshift($),Elastic Beanstalk($),Kinesis($),Athena($),API Gateway($),Total costs($)
12345678903,3/1/25,336.49,69.66,244.33,257.99,123.95,49.18,390.59,69.8,301.2,468.86,439.29,754.07,1569.71,10.16,18.67,1321.31,188.75,199.37,286.58,103.97,113.76,247.45,379.58,313.55,155.7,220.87,93.63,46.57,997.66,140.04,9912.75
12345678903,1/30/25,343.68,102.95,313.28,168.52,418.81,318.36,107.44,41.66,30.89,191.99,140.27,326.58,254.67,140.35,83.13,72.33,433.68,129.3,329.34,407.24,310.9,431.19,202.27,478.55,75.24,60.05,332.76,471.99,406.35,47.44,7171.21
12345678903,12/31/24,465.86,134,392.77,414.31,252.77,199.31,230.56,121.21,445.8,230.8,442.41,61.79,494.25,227.2,33.44,28.63,375.64,332.93,403.04,61.63,27.43,259.2,199.92,236.35,495.88,485.67,471.73,394.08,183.87,211.94,8314.46
12345678903,12/1/24,416.96,43.67,217.91,50.48,262.18,450.46,393.42,121.64,488.24,337,15.11,135.15,137.75,43.93,480.31,244.35,448.95,167.89,71.36,242.42,65.84,248.15,460.95,265.18,312.08,86.75,31.43,64.3,303.28,56.56,6663.7
12345678903,11/1/24,279.55,200.44,90.21,144.16,464.88,341.23,253.06,16.23,496.28,339.01,165.29,440.84,136.63,276.57,321.67,118.32,489.41,376.61,283.33,98.49,36.39,166.83,379.06,141.97,274.38,366.69,62.89,345.8,55.02,482.91,7644.17
12345678903,10/2/24,83.83,177.77,212.57,381.51,374.28,309.85,61.91,84.27,55.94,292.81,439.8,222.56,88.82,283.44,407.76,373.44,441.91,146.17,105.04,441.11,332.2,162.36,373.75,409.41,311.34,347.06,193.88,273.96,266.84,425.54,8081.13
12345678903,9/2/24,418.01,15.41,377.28,381.75,342.41,380.57,422.57,240.46,256,71.11,198.83,325.25,392.4,116.43,77.53,334.89,10.92,97.4,24.24,91.77,98.85,199.96,207.14,438.39,259.95,364.47,61.03,120.46,354.44,35.87,6715.8
12345678903,8/3/24,303.69,305.05,21.24,167.83,321.88,83.01,350.75,375.5,491.16,112.82,414.31,264.95,193,69.96,370.4,125.57,192,40.65,402.67,385.63,369.47,156.73,95.01,322.4,253.12,97.34,346.1,495.65,376.14,372.59,7876.63
12345678903,7/4/24,109.44,287.12,490.03,90.99,353.12,297.05,297.37,351.86,465.51,393.47,37.51,427.84,120.52,194.69,236.25,245.64,223.24,469.3,355.95,319.27,34.42,452.92,455.6,392.3,13.44,38.07,120.36,74.36,205.43,462.09,8015.16
12345678903,6/4/24,16.57,148.55,31.85,27.78,145.1,145.05,395.69,487.67,191.89,220.15,423.95,141.39,86.63,428.01,32.79,313.65,285.38,179.5,164.44,388.21,52.35,126.02,368.9,278.68,72.71,442.25,202.79,415.66,395.98,315.97,6925.55
12345678903,5/5/24,489.98,81.03,365.33,103.68,175.75,161.26,474.05,484,99.68,20.8,362.8,214.82,53.53,345.04,277.1,490.45,121.43,207.95,275.85,397.93,278.93,310.32,120.81,424.99,220.03,79.07,335.45,115.88,57.81,432.37,7578.14
12345678903,4/5/24,377.15,152.39,395.62,64.85,184.43,489.25,399.05,253.66,176.49,437.35,276.98,381.63,379.51,18.79,71.86,333.22,89.19,135.19,473.85,284.49,377.86,283.41,280.73,56.13,178.39,148.39,201.46,401.19,192.25,231.33,7726.09
12345678903,3/6/24,55.77,226.13,105.85,101.49,56.08,184.77,381.17,145.46,163.05,324.91,105.96,2675.6,264.89,229.33,283.33,91.36,310.6,187.92,1098.42,92.74,258.46,303.08,26.36,188.21,368.99,411.98,163.45,401.31,484.2,2165.82,11856.67
12345678903,2/5/24,451.64,329.32,163.89,134.62,411.44,441.11,267.46,129.73,65.34,52.72,362.35,215.86,453.63,372.44,103.72,310.75,223.4,292.85,371.65,405.04,423.43,134.45,25.25,372.25,62.11,164.31,11.87,344.02,91.89,331.09,7519.61
12345678903,1/6/24,45.61,47.77,176.79,434.53,115.61,186.59,43.57,383.95,210.07,382.03,452.77,124.05,405.62,38.96,450.44,328.88,438.37,10.09,92.85,200.98,195.96,121.1,196.99,73.14,212.25,403.15,244.74,18.82,216.51,23.32,6275.49
12345678903,12/7/23,72.45,356.77,486.66,414.76,352.66,421.34,491.08,314.46,284,317.84,271.01,321.19,230.42,117.04,68.92,43.49,139.02,32.6,287.91,149.08,414.02,46.38,120.91,367.82,303.42,41.6,439.85,439.86,171.9,176.8,7695.26
12345678903,11/7/23,316.83,270.35,420.69,149.79,220.3,141.21,396.69,290.94,332.82,133.63,117.91,249.3,371.41,267.37,26,435.59,41.7,478.35,22.32,350.28,50.28,456.23,237.57,77.39,177,90.76,93.59,474.57,228.17,396.51,7315.56
12345678903,10/8/23,341.45,74.53,124.75,395.51,485.68,138.71,143.07,241.72,492.08,141.79,209.42,446.83,11.43,29.49,306,454.62,127.04,240.12,230.73,241.76,315.03,240.17,229.26,242.4,299.53,273.13,428.53,34.25,418.33,423.52,7780.86
12345678903,9/8/23,236.8,224.88,117.07,204.43,31.75,146.13,410.17,149.44,410.92,270.48,441.13,291.64,24.54,340.96,31.98,230.79,465.42,90.95,201.04,367.63,442.31,338.76,136.5,340.56,155.4,362.03,477.48,363.48,432.81,11.03,7748.52
12345678903,8/9/23,416.5,29.87,437.08,135.78,335.99,402.17,334.71,55.22,302.2,279.3,451.16,208.08,167.33,377.43,212.21,326.59,326.76,445.14,303.36,256.06,78.05,66.71,85.62,94.21,322.56,373.08,269.7,416.22,495.72,411.81,8416.59
12345678903,7/10/23,270.92,229.94,51.35,205.69,455.97,405.93,115.87,238.64,410.19,43.02,199.82,427.4,836.18,48.03,275.84,432.25,631.44,120.88,198.28,230.56,293.84,382.08,58.45,445.93,16.03,191.33,23.44,798.55,267.65,260.72,8566.22
12345678903,6/10/23,482.37,198.26,29.11,25.17,200.11,88.41,21.44,380.54,234.68,151.73,451.04,66.91,478.4,163.84,445.32,305.44,415.09,492.17,151.32,480.96,200.85,198.9,176.79,275.29,85.53,281.32,275.44,383.33,418.49,225.82,7784.05
12345678903,5/11/23,137.07,454.03,38.25,177.8,142.42,483.54,283.28,180.17,294.43,78.21,227.58,316.85,249.56,206.87,496.99,441.35,315.47,288.99,314.12,108.64,203.62,29.34,243.02,276.08,121.6,2857.08,455.63,363.85,1482.25,436.28,11704.38
12345678903,4/11/23,209.72,415.48,384.62,291.03,478.46,108.23,63.54,428.44,225.18,425.01,447.61,40.6,442.9,229.68,260.11,317.03,463.93,19.37,243.65,346.98,364.13,349.34,75.87,156.7,185.77,404.17,146.59,113.25,479.15,14.34,8130.91
12345678904,Service total,709.14,845.62,365.16,112.88,764.08,850.73,766.43,228.57,778.09,792.03,692.69,789.5,861.33,652.24,179.74,538.87,169.88,466.79,466.4,159.41,413.94,199.9,827.41,952.92,165.08,959.6,570.32,369.61,169.18,550.56,16368.1
12345678904,3/1/25,399.31,356.47,34.61,45.72,207.41,154.69,123.87,147.69,403.71,465.32,208.5,453.99,167.53,243.45,120.75,323.83,489.7,305.71,185.33,327.43,70.23,445.44,256.51,230.18,297.07,316.14,45.17,344.48,128.55,359.84,7658.67
12345678904,1/30/25,403.94,280.73,264.88,80.01,389.92,142.99,253.38,149.29,75.58,318.48,36.62,376.84,165.62,10.07,260.45,32.96,145.32,356.42,40.72,421.28,11.87,130.94,373.04,164.97,59.93,186.51,142.49,422.93,163.54,396.58,6258.3
12345678904,12/31/24,222.57,455.87,194.89,482.4,53.75,346.64,251.97,199.95,320.03,354.89,12.14,91.81,359.39,336.53,483.36,382.91,475.88,354.24,156.05,61.63,393.09,325.63,33.61,186.42,478.83,255.2,222.04,234.27,112.35,190.67,8029.01
12345678904,12/1/24,35.65,386.11,214.09,412.87,426.67,113.88,332.1,241.42,441.28,115.71,342.13,307.8,154.7,76.93,329.3,371.91,164.66,325.97,203.61,359.47,107.62,446.21,150.83,190.22,38.47,64.64,262.77,141.12,419.39,17.2,7194.71
12345678904,11/1/24,175.3,19.47,70.94,212.68,251.5,883.43,270.16,301.61,14.86,1212.6,482.11,264.33,342,162.81,389.26,388.73,265.44,488.25,71.52,18.3,387.38,405.51,68.9,140.14,52.45,153.72,388.84,263.8,180.57,192.15,8518.77
12345678904,10/2/24,365.56,313.67,449.08,425.13,164.42,145.36,491.01,268.36,454.15,90.3,324.98,406.83,474.22,175.3,365.24,274.02,39.71,348.1,348.15,466,253.68,122.82,31.84,213.66,157.94,382.93,183.59,475.04,481.53,314.25,9006.86
12345678904,9/2/24,382.82,277.96,98.35,234.71,284.83,433.34,245.85,449.86,340.43,77.13,497.54,268.34,202.01,332.97,63.36,321.9,254.14,209.27,476.98,266.04,117.37,234.89,460.5,96.29,114.84,16.38,16.95,416.4,368.74,183.97,7744.18
12345678904,8/3/24,203.65,476.92,483.86,202.47,428.57,2293.02,161.9,681.51,494.89,392.86,480.48,384.15,429.05,305.5,419.35,394.37,194.72,280.48,404.33,32.57,405.96,97.17,262.19,406.05,134.37,130.45,207.35,448.37,10.22,451.68,11698.46
12345678904,7/4/24,421.51,378.37,122.06,478.6,82.61,342.98,120.2,221.38,362.39,286.03,219.48,169.91,421.43,80.47,220.75,452.84,424.47,206.46,383.92,413.35,445.55,276.81,110.19,135.1,154.89,300.96,26.08,321.66,188.53,154.67,7923.63
12345678904,6/4/24,235.4,56.58,415.11,33.34,366.11,389.21,182.78,414.15,262.67,237.01,32.25,152.11,466.19,201.99,277.88,270.69,299.31,40.05,187.47,364.33,108.27,109.75,14.94,224.37,442.54,35.43,103.65,161.94,368.55,323.91,6778
12345678904,5/5/24,381.94,308.72,449.06,410.83,133.88,143,71.42,175.11,499.78,208.82,118.04,383.62,275.81,83.3,196.54,213.09,379.38,20.13,499.5,263.62,141.73,317.93,246.12,187.24,475.11,319.76,73.67,284.44,392.56,357.16,8011.32
12345678904,4/5/24,89.89,395.24,369.88,198.33,22.34,421.11,15.59,354.81,485.43,224.45,125.14,355.39,410.39,277.75,483.85,35.32,257.35,362.04,432.69,97.84,402,280.83,204.31,74.54,433.99,87.06,161.8,152.12,436.99,339.62,7988.11
12345678904,3/6/24,132.73,316.19,290.16,418.09,453.98,15.96,340.27,35.4,278.94,150.94,160.32,182.95,314.43,173.68,369.02,208.22,43.49,394.04,150.02,222.06,345.87,172.9,37.73,193.22,472.78,324.45,339.02,319.82,107.51,214.98,7179.17
12345678904,2/5/24,59.67,146.15,145.4,221.69,490.38,43.08,264.16,97.89,485.63,65.52,207.76,371.56,355.23,217.14,179.8,204.83,139.5,110.61,246.69,141.58,150.86,331.81,484.58,305.78,47.72,47.04,476.2,155.67,55.11,303.53,6552.57
12345678904,1/6/24,327.77,141.03,17.4,482.86,132.94,341.25,1878.67,308.9,163.32,142.84,302.86,434.39,473.9,349.46,85.87,472.92,370.9,442.67,109.29,297.92,353.56,343.25,209.99,17.54,295.63,134.02,230.62,1014.98,452.18,421.5,10750.44
12345678904,12/7/23,184.43,17.75,47.8,456.47,183.88,218.14,115.52,302.58,301.45,192.38,173.19,443.63,197.81,251.82,148.82,395.52,204.75,261.67,134.15,493.95,152.83,387.66,219.47,111.05,401.86,173.47,433.94,458.48,431.31,27.15,7522.93
12345678904,11/7/23,211.56,438.12,322.6,418.49,254.72,272.16,80.75,394.15,215.5,255.04,394.7,303.43,108.54,299.21,209.74,240.07,23.87,112.91,147.71,359.35,15.63,210.3,462.77,64.82,263.05,395.4,471.84,375.92,363.08,414.98,8100.42
12345678904,10/8/23,404.86,13.9,463.03,227.22,281.16,134.89,373.84,47.55,437.59,415.78,115.87,406.57,395.32,319.79,193.02,143.03,123.57,166.12,452.74,48.04,416.15,180.96,265.58,399.3,443.34,178.94,236.3,213.11,16.49,155.01,7669.1
12345678904,9/8/23,211.44,363.75,198.55,249.79,220.51,372.91,432.86,270.63,396.82,155.43,275.27,179.16,212.96,368.88,442.01,69.53,320.97,295.25,68.02,113.83,162.39,91.8,129.43,141.12,174.48,377.2,290.24,493.26,213.22,379.39,7671.1
12345678904,8/9/23,342.7,211.81,379.26,109.8,170.5,277.88,291.95,20.85,473.11,351.35,252.89,467.23,225.16,490.41,261.02,66,384.75,342.66,388.76,476.21,390.48,309.55,430.08,339.89,209.98,443.95,118.73,360.17,441.97,368.35,9397.46
12345678904,7/10/23,378.79,237.88,438.34,109.68,72.42,149.9,270.47,260.18,412.09,208.24,247.33,16.55,210.77,327.41,17.6,147.63,111.9,30.57,244.84,99.04,374.11,425.48,277.34,491.04,230.73,261.55,494.72,123.46,471.85,30.99,7172.91
12345678904,6/10/23,44.3,367.33,308.12,356.25,193.5,191.05,32.21,181.47,465.35,195.82,417.37,422.74,192.89,319.67,56.73,60.8,33.84,294.7,218.77,278.54,265.33,181.6,341.96,381.67,17.17,111.55,359.49,199.44,334.62,180.01,7004.28
12345678904,5/11/23,87.75,136.53,306.65,222.25,389.41,427.77,275.41,381.55,160.38,213.34,359.26,199.24,298.37,100.83,303.89,432.14,435.63,364.93,375.42,283.38,296.49,75.49,227.49,230.88,479.66,221.23,279.18,271.29,322.01,376.63,8534.5
